SERVER NAME;IP;PORT;VALUE;DATE
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:43.077
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:43.083
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:43.091
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:43.097
XHGIRD20;193.212.122.2;50010;13;2023-03-07 21:25:43.103
XHGIRD20;193.212.122.2;50010;34;2023-03-07 21:25:43.108
XHGIRD20;193.212.122.2;50010;7;2023-03-07 21:25:43.114
XHGIRD20;193.212.122.2;50010;74;2023-03-07 21:25:43.121
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:43.128
XHGIRD20;193.212.122.2;50010;10;2023-03-07 21:25:43.134
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:43.14
XHGIRD20;193.212.122.2;50010;54;2023-03-07 21:25:43.145
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:43.151
XHGIRD20;193.212.122.2;50010;33;2023-03-07 21:25:43.173
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:43.167
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:43.16
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:43.185
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:43.178
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:43.19
XHGIRD20;193.212.122.2;50010;61;2023-03-07 21:25:43.197
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:43.202
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:43.208
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:43.216
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:43.223
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:43.229
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:43.236
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:43.242
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:43.247
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:43.253
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:43.259
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:43.265
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:43.271
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:43.277
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:43.284
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:43.289
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:43.295
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:43.301
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:43.307
XHGIRD20;193.212.122.2;50010;54;2023-03-07 21:25:43.332
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:43.326
XHGIRD20;193.212.122.2;50010;61;2023-03-07 21:25:43.32
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:43.351
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:43.345
XHGIRD20;193.212.122.2;50010;56;2023-03-07 21:25:43.339
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:43.363
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:43.357
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:43.37
XHGIRD20;193.212.122.2;50010;14;2023-03-07 21:25:43.375
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:43.382
XHGIRD20;193.212.122.2;50010;45;2023-03-07 21:25:43.388
XHGIRD20;193.212.122.2;50010;55;2023-03-07 21:25:43.394
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:43.4
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:43.407
XHGIRD20;193.212.122.2;50010;43;2023-03-07 21:25:43.413
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:43.418
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:43.424
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:43.43
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:43.437
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:43.443
XHGIRD20;193.212.122.2;50010;18;2023-03-07 21:25:43.449
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:43.455
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:43.462
XHGIRD20;193.212.122.2;50010;97;2023-03-07 21:25:43.469
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:43.475
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:43.481
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:43.488
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:43.499
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:43.506
XHGIRD20;193.212.122.2;50010;0;2023-03-07 21:25:43.513
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:43.519
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:43.525
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:43.531
XHGIRD20;193.212.122.2;50010;44;2023-03-07 21:25:43.537
XHGIRD20;193.212.122.2;50010;31;2023-03-07 21:25:43.543
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:43.549
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:43.555
XHGIRD20;193.212.122.2;50010;14;2023-03-07 21:25:43.562
XHGIRD20;193.212.122.2;50010;17;2023-03-07 21:25:43.568
XHGIRD20;193.212.122.2;50010;0;2023-03-07 21:25:43.574
XHGIRD20;193.212.122.2;50010;22;2023-03-07 21:25:43.581
XHGIRD20;193.212.122.2;50010;5;2023-03-07 21:25:43.587
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:43.593
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:43.6
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:43.607
XHGIRD20;193.212.122.2;50010;90;2023-03-07 21:25:43.613
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:43.619
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:43.626
XHGIRD20;193.212.122.2;50010;80;2023-03-07 21:25:43.633
XHGIRD20;193.212.122.2;50010;17;2023-03-07 21:25:43.639
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:43.645
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:43.651
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:43.657
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:43.663
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:43.67
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:43.677
XHGIRD20;193.212.122.2;50010;43;2023-03-07 21:25:43.682
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:43.688
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:43.694
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:43.7
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:43.706
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:43.712
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:43.717
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:43.723
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:43.729
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:43.734
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:43.742
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:43.748
XHGIRD20;193.212.122.2;50010;18;2023-03-07 21:25:43.753
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:43.759
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:43.764
XHGIRD20;193.212.122.2;50010;72;2023-03-07 21:25:43.771
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:43.779
XHGIRD20;193.212.122.2;50010;55;2023-03-07 21:25:43.784
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:43.791
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:43.797
XHGIRD20;193.212.122.2;50010;44;2023-03-07 21:25:43.803
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:43.809
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:43.815
XHGIRD20;193.212.122.2;50010;72;2023-03-07 21:25:43.839
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:43.833
XHGIRD20;193.212.122.2;50010;92;2023-03-07 21:25:43.826
XHGIRD20;193.212.122.2;50010;91;2023-03-07 21:25:43.85
XHGIRD20;193.212.122.2;50010;7;2023-03-07 21:25:43.844
XHGIRD20;193.212.122.2;50010;80;2023-03-07 21:25:43.863
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:43.857
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:43.87
XHGIRD20;193.212.122.2;50010;18;2023-03-07 21:25:43.878
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:43.884
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:43.89
XHGIRD20;193.212.122.2;50010;34;2023-03-07 21:25:43.896
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:43.903
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:43.909
XHGIRD20;193.212.122.2;50010;16;2023-03-07 21:25:43.914
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:43.921
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:43.927
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:43.932
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:43.938
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:43.944
XHGIRD20;193.212.122.2;50010;81;2023-03-07 21:25:43.95
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:43.957
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:43.962
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:43.97
XHGIRD20;193.212.122.2;50010;90;2023-03-07 21:25:43.975
XHGIRD20;193.212.122.2;50010;19;2023-03-07 21:25:43.981
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:43.986
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:43.991
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:43.998
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:44.004
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:44.015
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:44.022
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:44.029
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:44.035
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:44.042
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:44.048
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:44.055
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:44.061
XHGIRD20;193.212.122.2;50010;33;2023-03-07 21:25:44.067
XHGIRD20;193.212.122.2;50010;45;2023-03-07 21:25:44.075
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:44.081
XHGIRD20;193.212.122.2;50010;32;2023-03-07 21:25:44.088
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:44.094
XHGIRD20;193.212.122.2;50010;16;2023-03-07 21:25:44.101
XHGIRD20;193.212.122.2;50010;31;2023-03-07 21:25:44.107
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:44.113
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:44.12
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:44.127
XHGIRD20;193.212.122.2;50010;21;2023-03-07 21:25:44.133
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:44.14
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:44.147
XHGIRD20;193.212.122.2;50010;56;2023-03-07 21:25:44.153
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:44.159
XHGIRD20;193.212.122.2;50010;27;2023-03-07 21:25:44.166
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:44.173
XHGIRD20;193.212.122.2;50010;28;2023-03-07 21:25:44.179
XHGIRD20;193.212.122.2;50010;62;2023-03-07 21:25:44.184
XHGIRD20;193.212.122.2;50010;37;2023-03-07 21:25:44.19
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:44.196
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:44.202
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:44.209
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:44.217
XHGIRD20;193.212.122.2;50010;52;2023-03-07 21:25:44.224
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:44.23
XHGIRD20;193.212.122.2;50010;44;2023-03-07 21:25:44.235
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:44.242
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:44.247
XHGIRD20;193.212.122.2;50010;90;2023-03-07 21:25:44.254
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:44.259
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:44.265
XHGIRD20;193.212.122.2;50010;18;2023-03-07 21:25:44.272
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:44.278
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:44.283
XHGIRD20;193.212.122.2;50010;18;2023-03-07 21:25:44.289
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:44.296
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:44.302
XHGIRD20;193.212.122.2;50010;83;2023-03-07 21:25:44.307
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:44.314
XHGIRD20;193.212.122.2;50010;51;2023-03-07 21:25:44.32
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:44.326
XHGIRD20;193.212.122.2;50010;74;2023-03-07 21:25:44.332
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:44.338
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:44.345
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:44.353
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:44.359
XHGIRD20;193.212.122.2;50010;36;2023-03-07 21:25:44.365
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:44.372
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:44.378
XHGIRD20;193.212.122.2;50010;16;2023-03-07 21:25:44.384
XHGIRD20;193.212.122.2;50010;57;2023-03-07 21:25:44.391
XHGIRD20;193.212.122.2;50010;33;2023-03-07 21:25:44.397
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:44.402
XHGIRD20;193.212.122.2;50010;43;2023-03-07 21:25:44.408
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:44.414
XHGIRD20;193.212.122.2;50010;43;2023-03-07 21:25:44.42
XHGIRD20;193.212.122.2;50010;91;2023-03-07 21:25:44.427
XHGIRD20;193.212.122.2;50010;41;2023-03-07 21:25:44.433
XHGIRD20;193.212.122.2;50010;88;2023-03-07 21:25:44.439
XHGIRD20;193.212.122.2;50010;57;2023-03-07 21:25:44.445
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:44.451
XHGIRD20;193.212.122.2;50010;85;2023-03-07 21:25:44.457
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:44.463
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:44.47
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:44.475
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:44.482
XHGIRD20;193.212.122.2;50010;37;2023-03-07 21:25:44.489
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:44.495
XHGIRD20;193.212.122.2;50010;54;2023-03-07 21:25:44.502
XHGIRD20;193.212.122.2;50010;60;2023-03-07 21:25:44.508
XHGIRD20;193.212.122.2;50010;2;2023-03-07 21:25:44.514
XHGIRD20;193.212.122.2;50010;91;2023-03-07 21:25:44.522
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:44.528
XHGIRD20;193.212.122.2;50010;45;2023-03-07 21:25:44.534
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:44.54
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:44.545
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:44.553
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:44.56
XHGIRD20;193.212.122.2;50010;55;2023-03-07 21:25:44.566
XHGIRD20;193.212.122.2;50010;80;2023-03-07 21:25:44.572
XHGIRD20;193.212.122.2;50010;72;2023-03-07 21:25:44.579
XHGIRD20;193.212.122.2;50010;4;2023-03-07 21:25:44.585
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:44.591
XHGIRD20;193.212.122.2;50010;52;2023-03-07 21:25:44.596
XHGIRD20;193.212.122.2;50010;16;2023-03-07 21:25:44.603
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:44.609
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:44.615
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:44.62
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:44.626
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:44.632
XHGIRD20;193.212.122.2;50010;59;2023-03-07 21:25:44.638
XHGIRD20;193.212.122.2;50010;88;2023-03-07 21:25:44.644
XHGIRD20;193.212.122.2;50010;19;2023-03-07 21:25:44.65
XHGIRD20;193.212.122.2;50010;58;2023-03-07 21:25:44.656
XHGIRD20;193.212.122.2;50010;63;2023-03-07 21:25:44.661
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:44.667
XHGIRD20;193.212.122.2;50010;22;2023-03-07 21:25:44.673
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:44.679
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:44.684
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:44.69
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:44.697
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:44.703
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:44.708
XHGIRD20;193.212.122.2;50010;52;2023-03-07 21:25:44.714
XHGIRD20;193.212.122.2;50010;81;2023-03-07 21:25:44.72
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:44.726
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:44.731
XHGIRD20;193.212.122.2;50010;60;2023-03-07 21:25:44.737
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:44.742
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:44.749
XHGIRD20;193.212.122.2;50010;67;2023-03-07 21:25:44.755
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:44.76
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:44.767
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:44.773
XHGIRD20;193.212.122.2;50010;48;2023-03-07 21:25:44.778
XHGIRD20;193.212.122.2;50010;17;2023-03-07 21:25:44.784
XHGIRD20;193.212.122.2;50010;81;2023-03-07 21:25:44.793
XHGIRD20;193.212.122.2;50010;14;2023-03-07 21:25:44.804
XHGIRD20;193.212.122.2;50010;86;2023-03-07 21:25:44.798
XHGIRD20;193.212.122.2;50010;74;2023-03-07 21:25:44.81
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:44.816
XHGIRD20;193.212.122.2;50010;33;2023-03-07 21:25:44.829
XHGIRD20;193.212.122.2;50010;89;2023-03-07 21:25:44.835
XHGIRD20;193.212.122.2;50010;87;2023-03-07 21:25:44.84
XHGIRD20;193.212.122.2;50010;15;2023-03-07 21:25:44.845
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:44.851
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:44.858
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:44.865
XHGIRD20;193.212.122.2;50010;64;2023-03-07 21:25:44.871
XHGIRD20;193.212.122.2;50010;1;2023-03-07 21:25:44.878
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:44.885
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:44.89
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:44.895
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:44.901
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:44.908
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:44.915
XHGIRD20;193.212.122.2;50010;45;2023-03-07 21:25:44.922
XHGIRD20;193.212.122.2;50010;57;2023-03-07 21:25:44.928
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:44.934
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:44.941
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:44.946
XHGIRD20;193.212.122.2;50010;43;2023-03-07 21:25:44.953
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:44.959
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:44.966
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:44.972
XHGIRD20;193.212.122.2;50010;60;2023-03-07 21:25:44.978
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:44.985
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:44.993
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:45.0
XHGIRD20;193.212.122.2;50010;79;2023-03-07 21:25:45.006
XHGIRD20;193.212.122.2;50010;13;2023-03-07 21:25:45.013
XHGIRD20;193.212.122.2;50010;71;2023-03-07 21:25:45.019
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:45.025
XHGIRD20;193.212.122.2;50010;39;2023-03-07 21:25:45.031
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:45.039
XHGIRD20;193.212.122.2;50010;26;2023-03-07 21:25:45.046
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:45.053
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:45.059
XHGIRD20;193.212.122.2;50010;14;2023-03-07 21:25:45.064
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:45.072
XHGIRD20;193.212.122.2;50010;95;2023-03-07 21:25:45.078
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:45.084
XHGIRD20;193.212.122.2;50010;86;2023-03-07 21:25:45.089
XHGIRD20;193.212.122.2;50010;46;2023-03-07 21:25:45.095
XHGIRD20;193.212.122.2;50010;24;2023-03-07 21:25:45.101
XHGIRD20;193.212.122.2;50010;9;2023-03-07 21:25:45.107
XHGIRD20;193.212.122.2;50010;80;2023-03-07 21:25:45.113
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:45.119
XHGIRD20;193.212.122.2;50010;47;2023-03-07 21:25:45.125
XHGIRD20;193.212.122.2;50010;38;2023-03-07 21:25:45.131
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:45.138
XHGIRD20;193.212.122.2;50010;23;2023-03-07 21:25:45.144
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:45.15
XHGIRD20;193.212.122.2;50010;40;2023-03-07 21:25:45.157
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:45.163
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:45.169
XHGIRD20;193.212.122.2;50010;94;2023-03-07 21:25:45.178
XHGIRD20;193.212.122.2;50010;85;2023-03-07 21:25:45.184
XHGIRD20;193.212.122.2;50010;56;2023-03-07 21:25:45.189
XHGIRD20;193.212.122.2;50010;65;2023-03-07 21:25:45.196
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:45.203
XHGIRD20;193.212.122.2;50010;75;2023-03-07 21:25:45.209
XHGIRD20;193.212.122.2;50010;85;2023-03-07 21:25:45.215
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:45.22
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:45.227
XHGIRD20;193.212.122.2;50010;60;2023-03-07 21:25:45.233
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:45.239
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:45.245
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:45.251
XHGIRD20;193.212.122.2;50010;20;2023-03-07 21:25:45.258
XHGIRD20;193.212.122.2;50010;78;2023-03-07 21:25:45.273
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:45.279
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:45.286
XHGIRD20;193.212.122.2;50010;68;2023-03-07 21:25:45.292
XHGIRD20;193.212.122.2;50010;50;2023-03-07 21:25:45.298
XHGIRD20;193.212.122.2;50010;11;2023-03-07 21:25:45.303
XHGIRD20;193.212.122.2;50010;13;2023-03-07 21:25:45.309
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:45.317
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:45.323
XHGIRD20;193.212.122.2;50010;25;2023-03-07 21:25:45.329
XHGIRD20;193.212.122.2;50010;3;2023-03-07 21:25:45.335
XHGIRD20;193.212.122.2;50010;92;2023-03-07 21:25:45.34
XHGIRD20;193.212.122.2;50010;96;2023-03-07 21:25:45.346
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:45.354
XHGIRD20;193.212.122.2;50010;53;2023-03-07 21:25:45.36
XHGIRD20;193.212.122.2;50010;77;2023-03-07 21:25:45.366
XHGIRD20;193.212.122.2;50010;35;2023-03-07 21:25:45.371
XHGIRD20;193.212.122.2;50010;76;2023-03-07 21:25:45.385
XHGIRD20;193.212.122.2;50010;92;2023-03-07 21:25:45.379
XHGIRD20;193.212.122.2;50010;27;2023-03-07 21:25:45.398
XHGIRD20;193.212.122.2;50010;55;2023-03-07 21:25:45.391
XHGIRD20;193.212.122.2;50010;30;2023-03-07 21:25:45.409
XHGIRD20;193.212.122.2;50010;32;2023-03-07 21:25:45.403
XHGIRD20;193.212.122.2;50010;84;2023-03-07 21:25:45.414
XHGIRD20;193.212.122.2;50010;13;2023-03-07 21:25:45.42
XHGIRD20;193.212.122.2;50010;44;2023-03-07 21:25:45.427
XHGIRD20;193.212.122.2;50010;29;2023-03-07 21:25:45.433
XHGIRD20;193.212.122.2;50010;12;2023-03-07 21:25:45.438
XHGIRD20;193.212.122.2;50010;54;2023-03-07 21:25:45.444
XHGIRD20;193.212.122.2;50010;92;2023-03-07 21:25:45.449
XHGIRD20;193.212.122.2;50010;66;2023-03-07 21:25:45.457
XHGIRD20;193.212.122.2;50010;49;2023-03-07 21:25:45.463
XHGIRD20;193.212.122.2;50010;8;2023-03-07 21:25:45.469
XHGIRD20;193.212.122.2;50010;70;2023-03-07 21:25:45.478
XHGIRD20;193.212.122.2;50010;99;2023-03-07 21:25:45.484
XHGIRD20;193.212.122.2;50010;73;2023-03-07 21:25:45.489
XHGIRD20;193.212.122.2;50010;69;2023-03-07 21:25:45.496
XHGIRD20;193.212.122.2;50010;93;2023-03-07 21:25:45.503
XHGIRD20;193.212.122.2;50010;34;2023-03-07 21:25:45.509
XHGIRD20;193.212.122.2;50010;61;2023-03-07 21:25:45.515
XHGIRD20;193.212.122.2;50010;6;2023-03-07 21:25:45.521
